Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,PlayerId
"Dan Straily 스트레일리","Giants (KBO)",31,194.2,9.477740221297394,2.357876835542278,4.01960784,0.4623287912827997,0.26383526,0.06563707,0.19819819,0.20584145,1.0222603273919681,0.27380952,0.75520833,2.4965754729271183,2.9712862892923972,-0.4747108163652789,"9460"
"Jung-rak Shin 신정락","Eagles (KBO)",33,12,10.500004172326792,5.250002086163396,2,1.5000005960466847,0.24561404,0.12280702,0.12280702,0.3125,1.8333340618348368,0.40625,0.56603774,9.000003576280108,5.5991410268680895,3.400862549412018,"kr3012165"
"Seung-hyun Lee 이승현","Lions (KBO)",28,54.1,8.613499553083507,4.14110555436707,2.08,1.822086443921511,0.2300885,0.11061947,0.11946903,0.2238806,1.288343950247533,0.24637681,0.87912088,3.478528665668339,5.6139670132381205,-2.1354383475697816,"kr3012166"
"Jae-hak Lee 이재학","Dinos (KBO)",29,90.2,6.055147228665835,4.26838247266608,1.41860465,1.3897059213331424,0.14878049,0.10487805,0.04390244,0.29005525,1.632352986962739,0.31707317,0.65217391,6.5514707719991,5.765806928802941,0.7856638431961596,"kr3012173"
"Sung-hyun Moon 문성현","Heroes (KBO)",28,15,7.800000991821415,6.6000008392335054,1.18181818,0.600000076293955,0.20634921,0.17460317,0.03174604,0.25,1.6000002034505467,0.31578947,0.75221239,4.200000534057685,4.8491403685675945,-0.6491398345099091,"kr3012178"
"Geon-tae Kim 김건태","Dinos (KBO)",28,35,9.514287788235864,6.428572829889097,1.48,1.0285716527822555,0.23870968,0.16129032,0.07741936,0.2265625,1.5428574791733833,0.28735632,0.73412698,4.885715350715714,5.201521518863058,-0.3158061681473443,"kr3012180"
"Si-young Park 박시영","Giants (KBO)",31,30.1,6.230771059115794,6.824177826650631,0.91304348,1.4835169188370938,0.14482759,0.15862069,-0.0137931,0.26446281,1.8131873452453369,0.28421053,0.59183673,8.010991361720306,6.6476759165704475,1.3633154451498584,"kr3012194"
"Tae-yang Lee 이태양","- - -",29,56,7.232144211932359,2.571429053131505,2.8125,1.2857145265657526,0.18,0.064,0.116,0.29184549,1.500000280993378,0.33333333,0.67750678,5.464286737904448,4.676521368841777,0.7877653690626714,"kr3012211"
"Jong-hun Park 박종훈","Wyverns (KBO)",28,157.1,7.6652544850900455,4.461864551022564,1.71794872,0.8008474835168704,0.19392185,0.11287988,0.08104197,0.24703892,1.4237288595855473,0.2979684,0.68904594,4.805084901101222,4.875976401189045,-0.07089150008782319,"kr3012213"
"Chan-kyu Im 임찬규","Twins (KBO)",27,147.2,8.410835793856295,3.9616255550772403,2.12307692,0.8532731964781748,0.21528861,0.10140406,0.11388455,0.25043783,1.4085779751385743,0.30787589,0.70837642,4.083521726002694,4.301359967211728,-0.2178382412090345,"kr3012220"
"Yun-jun Song 송윤준","Eagles (KBO)",27,23,6.260871122825736,5.08695778729591,1.23076923,0.3913044451766085,0.1509434,0.12264151,0.02830189,0.25,1.565217780706434,0.29333333,0.73033708,4.3043488969426935,4.5158071144768055,-0.21145821753411198,"kr3012226"
"Hyun-ho Lee 이현호","Eagles (KBO)",27,15.1,8.804350199005968,5.869566799337313,1.5,2.347826719734925,0.2,0.13333333,0.06666667,0.28125,1.8260874486827194,0.31111111,0.72649573,6.456523479271043,7.102764354176053,-0.6462408749050095,"kr3012233"
"Hyun Yang 양현","Heroes (KBO)",27,60,4.950000944137753,2.700000514984229,1.83333333,0.6000001144409398,0.13414634,0.07317073,0.06097561,0.25777778,1.2666669082642061,0.28723404,0.76294278,3.3000006294251687,4.33247368812564,-1.0324730587004716,"kr3012238"
"Dong-yeon Kang 강동연","Dinos (KBO)",27,24,6.375001519918804,4.125000983476873,1.54545455,1.1250002682209654,0.16037736,0.10377358,0.05660378,0.28723404,1.583333710829507,0.32432432,0.63218391,6.000001430511816,5.224140606323975,0.7758608241878404,"kr3012239"
"Dae-woo Kim 김대우","Lions (KBO)",31,77.2,4.287553788461113,3.0128756351348365,1.42307692,1.0429184890851357,0.10571429,0.07428571,0.03142858,0.29874214,1.5579399651765606,0.31617647,0.68181818,5.098712613305108,5.3055064951098405,-0.20679388180473257,"kr3012247"
"Hyun-jun Lim 임현준","Lions (KBO)",31,25.1,6.394740533302515,2.4868435407287555,2.57142857,0.7105267259225017,0.16513761,0.06422018,0.10091743,0.25,1.2236849168665305,0.28947368,0.87719298,1.776316814806254,4.6605443685672805,-2.8842275537610265,"kr3012251"
"Geon-hui Hong 홍건희","- - -",27,68.2,7.86407905335567,2.8834956528970794,2.72727273,1.0485438737807562,0.2006689,0.0735786,0.1270903,0.27205882,1.3980584983743414,0.32352941,0.69042316,4.980583400458592,4.462408973966433,0.5181744264921591,"kr3012262"
"Jin-yong Seo 서진용","Wyverns (KBO)",27,61,8.262296632040673,5.01639438373898,1.64705882,1.6229511241508467,0.21212121,0.12878788,0.08333333,0.22707424,1.4098363300704324,0.25308642,0.75418994,4.131148316020337,5.745315480687241,-1.6141671646669042,"kr3012277"
"Sung-hoon Choi 최성훈","Twins (KBO)",30,33.1,6.4800017303471416,4.320001153564761,1.5,0.2700000720977976,0.16551724,0.11034483,0.05517241,0.28125,1.5600004165650527,0.33980583,0.7751938,3.5100009372713683,3.995806993866001,-0.4858060565946327,"kr3012284"
"Myung-june Yoon 윤명준","Bears (KBO)",31,41,4.390244719388026,2.8536590676022167,1.53846154,0.8780489438776051,0.10810811,0.07027027,0.03783784,0.29824561,1.5609759002268535,0.31972789,0.69023569,4.829269191326828,4.832880281508546,-0.003611090181717458,"kr3012289"
"Tae-hoon Kim 김태훈","Heroes (KBO)",28,64,5.625001005828561,3.0937505532057084,1.81818182,0.140625025145714,0.14234875,0.07829181,0.06405694,0.27559055,1.4375002570450766,0.32394366,0.65899582,4.21875075437142,3.734556904807694,0.48419384956372635,"kr3012298"
"Hyun-hee Han 한현희","Heroes (KBO)",27,135.2,7.230958773148278,2.4545456385916173,2.94594595,0.6633907131328696,0.18568995,0.06303237,0.12265758,0.2630597,1.312039410418342,0.31414868,0.64606742,4.975430348496522,3.9949223807325445,0.9805079677639772,"kr3012299"
"Won-jung Kim 김원중","Giants (KBO)",27,59.1,8.646068156901855,3.4887643440130294,2.47826087,1.2134832500914885,0.22891566,0.09236948,0.13654618,0.2300885,1.2640450521786337,0.27329193,0.72100313,3.9438205627973373,4.510188973405997,-0.5663684106086597,"kr3012308"
"Sung-min Hong 홍성민","Dinos (KBO)",30,26,4.846155268201173,2.076923686371931,2.33333333,0.6923078954573104,0.13461538,0.05769231,0.07692307,0.20833333,1.0000002934383374,0.225,0.95238095,1.0384618431859656,4.361960960139963,-3.3234991169539976,"kr3012317"
"Gi-yeong Im 임기영","Tigers (KBO)",27,127.2,7.4725850052514335,2.326370803521673,3.21212121,0.8459530194624265,0.18962433,0.05903399,0.13059034,0.29400387,1.4490861907458232,0.35087719,0.64334086,5.146214201729761,4.064109748677045,1.0821044530527164,"kr3012323"
"Seung-won Moon 문승원","Wyverns (KBO)",30,145.2,7.228833456765423,2.7803205602943932,2.6,0.8032037174183803,0.19180328,0.07377049,0.11803279,0.24329159,1.242563015835272,0.28671329,0.72867299,3.6453091790526493,4.119925901015365,-0.47461672196271554,"kr3012330"
"Sung-ho No 노성호","Lions (KBO)",30,36.1,8.422020411855117,7.183487998347011,1.17241379,0.7431194481048632,0.20481928,0.1746988,0.03012048,0.20740741,1.5688077237769333,0.25510204,0.65693431,4.458716688629179,5.2772751871258885,-0.8185584984967091,"kr3012342"
"Hyeong-beom Lee 이형범","Bears (KBO)",26,25.2,4.558442687602523,5.6103910001261825,0.8125,1.753247187539432,0.10655738,0.13114754,-0.02459016,0.28846154,1.7922082361514193,0.29069767,0.63414634,7.714287625173501,7.139184386606965,0.5751032385665358,"kr3012353"
"Deok-ju Ham 함덕주","Bears (KBO)",25,55.1,8.94578457155554,3.415663200048479,2.61904762,0.32530125714747415,0.22916667,0.0875,0.14166667,0.25114155,1.373494196844891,0.32716049,0.69672131,3.9036150857696903,3.136288732353419,0.7673263534162711,"kr3012366"
"Jong-ki Park 박종기","Bears (KBO)",25,26,6.9230774309508565,4.8461542016656,1.42857143,1.0384616146426284,0.17094017,0.11965812,0.05128205,0.29126214,1.692307816454654,0.3375,0.70351759,5.5384619447606855,5.0927300582976125,0.44573188646307305,"kr3012369"
"Sang-woo Cho 조상우","Heroes (KBO)",25,54.1,10.601227986269334,2.9815953711382503,3.55555556,0.4969325618563751,0.27586207,0.07758621,0.19827586,0.23584906,1.25153385949013,0.32413793,0.83586626,2.1533744347109587,2.982064484438995,-0.8286900497280363,"kr3012372"
