Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Tyler Saladino 살라디노","Lions (KBO)",30,163,0.14110429,0.25153374,0.56097561,0.28030303,0.41104294,0.47727273,0.88831567,0.1969697,4.91094518300347,0.36046512,0.7197547942050733,29.613811656988396,8.215061545527709,0.40677678329081624,138.39038029201484,"10807"
"Jared Hoying 호잉","Eagles (KBO)",31,134,0.06716418,0.25373134,0.26470588,0.19354839,0.25373134,0.32258065,0.57631199,0.12903226,4.083890571512938,0.23255814,-0.39646763156633824,8.440181687020386,-9.151428834057723,0.2653143299159719,47.97844789087069,"10882"
"Aaron Altherr 알테어","Dinos (KBO)",29,546,0.08424908,0.27289377,0.30872483,0.2780083,0.35164835,0.54149378,0.89314213,0.26348548,7.908205948640401,0.33441558,2.968583978654351,91.20191441239365,19.522665572776866,0.3893243832921894,127.23614698649963,"11270"
"Dixon Machado 마차도","Giants (KBO)",28,560,0.09642857,0.10714286,0.9,0.27983539,0.35611511,0.4218107,0.77792581,0.14197531,5.359526333023514,0.29383886,2.4868034343235195,76.91926827858687,3.4020899815440204,0.3539500836861263,104.62761229463679,"11472"
"Preston Tucker 터커","Tigers (KBO)",29,631,0.12044374,0.10618067,1.13432836,0.30627306,0.3977813,0.55719557,0.95497687,0.25092251,1.7861853178238465,0.29977629,-0.9837894076481462,122.37849609248441,39.54038983278079,0.421393287219819,147.7321266964007,"13633"
"Addison Russell 러셀","Heroes (KBO)",26,542,0.08118081,0.13653137,0.59459459,0.25409836,0.31734317,0.33606557,0.65340874,0.08196721,2.761804476590659,0.28846154,0.7540677759097889,51.55815538164141,-19.595970755853628,0.3036189606896153,72.45982514353805,"14106"
"Tyler White 화이트","Wyverns (KBO)",29,60,0.2,0.03333333,6,0.13636364,0.36666667,0.31818182,0.68484849,0.18181818,1.080357142857143,0.1,-0.005991161218844354,7.618497347994212,-0.2583431838318066,0.3415778299172719,96.72021817900232,"15564"
"ByungHo Park 박병호","Heroes (KBO)",33,383,0.14882507,0.29765013,0.5,0.22330097,0.35248042,0.44983819,0.80231861,0.22653722,1.601190455357143,0.26373626,-0.03494844044325873,54.71005120697993,4.4295524788238305,0.36049353372393633,108.80968286088893,"18497"
"Hyun Soo Kim 김현수","Twins (KBO)",32,619,0.10177706,0.08562197,1.18867925,0.3308958,0.39741519,0.52285192,0.92026711,0.19195612,2.6359790854643563,0.33194154,-0.9851207768078893,112.68056676821178,31.417828614873333,0.4072018267672046,138.66203542832827,"18718"
"Dae-Ho Lee 이대호","Giants (KBO)",38,611,0.08674304,0.11129296,0.77941176,0.29151292,0.35351882,0.45202952,0.80554834,0.1605166,1.686201131935785,0.29677419,0.14674523659050465,85.4177264942728,5.205233745177844,0.35686297016682417,106.48930555176715,"18722"
"Jose Miguel Fernandez 페르난데스","Bears (KBO)",32,668,0.08682635,0.06287425,1.38095238,0.33959044,0.40419162,0.49658703,0.90077865,0.15699659,1.8213246959638547,0.33333333,-0.5354970438056625,120.76277776429438,33.06728650996469,0.4057074432251514,137.70694027366216,"19254"
"Jae-Gyun Hwang 황재균","Wiz (KBO)",32,600,0.07833333,0.16333333,0.47959184,0.31238447,0.37018425,0.51201479,0.88219904,0.19963032,5.762898991411155,0.34741784,-0.6288822274655104,102.08014881234452,23.311743494084322,0.39301561230990156,129.59529699743732,"19369"
"Ha-Seong Kim 김하성","Heroes (KBO)",24,622,0.12057878,0.10932476,1.10294118,0.30581614,0.39741519,0.52345216,0.92086735,0.21763602,5.309276099675695,0.30365297,3.2122165474575013,115.15706495856202,33.50048477863228,0.4109006965315187,141.02606881749662,"27506"
"Jamie Romak 로맥","Wyverns (KBO)",34,586,0.1552901,0.19795222,0.78448276,0.28247423,0.39931741,0.54639175,0.94570916,0.26391752,2.4474677903852124,0.30791789,-0.18012813053792343,111.41016828595552,34.479692425121385,0.4168357345405421,144.8192891559576,"5552"
"Brandon Barnes 반즈","Eagles (KBO)",34,638,0.0846395,0.2539185,0.33333333,0.26501767,0.34169279,0.42756184,0.76925463,0.16254417,3.4623984150600533,0.33846154,-0.17912960366811603,85.02380429438476,1.2667333059680774,0.3490758705064186,101.5123896896338,"629"
"Eung-min Kim 김응민","Lions (KBO)",28,85,0.05882353,0.25882353,0.22727273,0.22368421,0.2804878,0.23684211,0.51732991,0.0131579,1.506493517857143,0.31481481,-0.007322530378587544,4.3941627383665525,-6.764694681720308,0.25185808466701975,39.37824969836695,"kr3012175"
"Hae-chang Lee 이해창","Eagles (KBO)",33,135,0.06666667,0.17037037,0.39130435,0.26890756,0.3358209,0.38655462,0.72237552,0.11764706,1.570014435522701,0.30526316,-0.9375243293470703,16.135284274189086,-1.587606922419457,0.33269352743874736,91.0420545676923,"kr3012183"
"Hoon Jung 정훈","Giants (KBO)",32,476,0.11764706,0.17857143,0.65882353,0.29512195,0.38185654,0.42682927,0.80868581,0.13170732,5.006825429969152,0.34591195,1.687469106982462,72.86442359617752,10.37482204369111,0.37268648016804884,116.60247750976144,"kr3012191"
"Tae-gon Oh 오태곤","- - -",28,258,0.0503876,0.18217054,0.27659574,0.27350427,0.33070866,0.3974359,0.72814456,0.12393163,6.339024987947393,0.32417582,0.20240495970938355,31.291742700113506,-2.578671586738379,0.3345403380281343,92.3866547220257,"kr3012193"
"Sang-ho Lee 이상호","Dinos (KBO)",31,65,0.04615385,0.07692308,0.6,0.13114754,0.171875,0.14754098,0.31941598,0.01639344,5.939581721350137,0.14285714,-0.6537467342568561,-1.8323652092186016,-10.365609118696788,0.15664716623723507,-21.47325482145572,"kr3012195"
"Kang-nam Yoo 유강남","Twins (KBO)",27,478,0.06694561,0.17573222,0.38095238,0.26107226,0.32983193,0.41491841,0.74475034,0.15384615,1.8026872494104873,0.29003021,-0.30321133870165795,59.671460185616205,-3.0807027179310786,0.3390281878019634,95.09068281412667,"kr3012221"
"Chun-woong Lee 이천웅","Twins (KBO)",31,359,0.09749304,0.12256267,0.79545455,0.25641026,0.33333333,0.33333333,0.66666666,0.07692307,4.806446898120457,0.28413284,-0.7473056435701437,37.235321825975596,-9.894440689450088,0.3138613305171999,79.00596107138963,"kr3012228"
"Young-jin Choi 최영진","Lions (KBO)",32,118,0.11016949,0.13559322,0.8125,0.2970297,0.38461538,0.35643564,0.74105102,0.05940594,2.767951483424759,0.34117647,-1.001460274856072,16.083280402416776,0.5921606898256059,0.3526904975247179,103.82258158746458,"kr3012230"
"Dong-han Kim 김동한","Giants (KBO)",32,73,0.06849315,0.10958904,0.625,0.22058824,0.2739726,0.29411765,0.56809025,0.07352941,6.489507348349923,0.25,0.14458906621439382,4.666571500186243,-4.916917813535414,0.26643370520578674,48.69386658056412,"kr3012231"
"Jin-ho Jung 정진호","Eagles (KBO)",31,326,0.08895706,0.15337423,0.58,0.27659574,0.34810127,0.35460993,0.7027112,0.07801419,3.9814047938409285,0.32758621,-1.4688535400200635,37.84583952139124,-4.951660701530133,0.32860662975008526,88.43002353936987,"kr3012232"
"Jong-wook Ko 고종욱","Wyverns (KBO)",31,288,0.04861111,0.19097222,0.25454545,0.28308824,0.31944444,0.37132353,0.69076797,0.08823529,3.4358191563118736,0.34418605,-1.2134426002739929,30.60486286978898,-7.203971682975912,0.3168973117652867,80.946327047129,"kr3012243"
"Min-ha Kim 김민하","Eagles (KBO)",31,85,0.09411765,0.18823529,0.5,0.28378378,0.36904762,0.40540541,0.77445303,0.12162163,1.526785705357143,0.35087719,-0.007988214958459139,12.116225426955722,0.957368006868862,0.36013329312914893,108.57944474803953,"kr3012256"
"Il Hor 허일","Giants (KBO)",27,95,0.08421053,0.30526316,0.27586207,0.17857143,0.25806452,0.26190476,0.51996928,0.08333333,0.654220767857143,0.25925926,-0.006324003508780152,4.70823306758854,-7.763431107802657,0.24931271037747782,37.75144199984729,"kr3012258"
"Kyung-hak Kang 강경학","Eagles (KBO)",27,238,0.14705882,0.26890756,0.546875,0.22797927,0.35193133,0.33678756,0.68871889,0.10880829,3.130727445537593,0.31496063,-0.7485081219347194,27.827945531074057,-3.4168552451691525,0.32959895840018605,89.06424377726505,"kr3012267"
"Jun-hyeok Oh 오준혁","Wyverns (KBO)",28,161,0.06832298,0.21118012,0.32352941,0.27027027,0.32298137,0.37837838,0.70135975,0.10810811,2.424407921023945,0.33035714,-1.4014602808165364,17.487392757225823,-3.6487960031739965,0.31969866417348386,82.73673629367713,"kr3012271"
"Jin-gi Jeong 정진기","Wyverns (KBO)",27,140,0.05,0.24285714,0.20588235,0.23809524,0.27941176,0.33333333,0.61274509,0.09523809,7.578684450388004,0.30434783,0.927077327563893,10.165331371074577,-8.213963203186134,0.276783412915689,55.30860463660351,"kr3012275"
"Won-jai Lee 이원재","Dinos (KBO)",31,146,0.07534247,0.17808219,0.42307692,0.25757576,0.3125,0.41666667,0.72916667,0.15909091,5.114077597296824,0.29126214,0.18901620741235092,16.555823593119218,-2.6111550343240957,0.32539407314954105,86.37680416367012,"kr3012283"
"Ji-hyuk Ryu 류지혁","- - -",26,51,0.01960784,0.11764706,0.16666667,0.38095238,0.44,0.52380952,0.96380952,0.14285714,4.318941289660342,0.40540541,-0.268595740548335,10.414987969624612,3.719673517572496,0.43286717653274537,155.55636772866458,"kr3012288"
"Sei-hyok Park 박세혁","Bears (KBO)",30,423,0.08274232,0.10638298,0.77777778,0.26944444,0.34782609,0.36388889,0.71171498,0.09444445,4.196919025277814,0.29245283,-0.4277548068203032,50.466941376072526,-5.064784373300907,0.33243914992337065,90.87947600231377,"kr3012290"
"Min-sang Yoo 유민상","Tigers (KBO)",31,456,0.11622807,0.1754386,0.6625,0.2455243,0.34140969,0.3657289,0.70713859,0.1202046,0.847644392857143,0.28664495,-0.04093960166210309,53.46644534146239,-6.397542700415356,0.3299884913246626,89.3132032968803,"kr3012292"
"Jeong-eum Park 박정음","Heroes (KBO)",31,47,0.04255319,0.29787234,0.14285714,0.18604651,0.25531915,0.23255814,0.48787729,0.04651163,9.87746879938098,0.27586207,1.3337341793230735,1.8541452579114361,-4.316046492018946,0.23726276514378,30.050042738661343,"kr3012296"
"Kyu-min Kim 김규민","Heroes (KBO)",27,111,0.04504505,0.21621622,0.20833333,0.20792079,0.25,0.27722772,0.52722772,0.06930693,6.274230695089445,0.25974026,0.1923446303117089,5.127449380642099,-9.444705603236038,0.24529968422872048,35.18662398468063,"kr3012297"
"Ja-wook Koo 구자욱","Lions (KBO)",27,510,0.1,0.17843137,0.56043956,0.30717489,0.38506876,0.47757848,0.86264724,0.17040359,5.417686630368856,0.35465116,1.4373836438753642,84.80672111017336,17.85357658965219,0.3884319584124644,126.66577756356172,"kr3012300"
"Chan-do Park 박찬도","Lions (KBO)",31,116,0.12931034,0.18965517,0.68181818,0.21875,0.3245614,0.30208333,0.62664473,0.08333333,5.891389060485653,0.26666667,0.5274101638933644,10.412399694634079,-4.816158666896225,0.297226359358931,68.37416548198951,"kr3012303"
"Hae-min Park 박해민","Lions (KBO)",30,541,0.07208872,0.14232902,0.50649351,0.29038855,0.34456929,0.41513292,0.75970221,0.12474437,7.064970073810634,0.32425743,1.1991516124107875,70.64450213104043,-0.3783433309241807,0.34587602376043236,99.46729347653806,"kr3012304"
"Jun-tae Kim 김준태","Giants (KBO)",25,369,0.15176152,0.17344173,0.875,0.2254902,0.3442623,0.32679739,0.67105969,0.10130719,3.185508217103685,0.26666667,-1.0234278659918346,40.63699258038332,-7.805576690346699,0.3214983345706606,83.88694735259844,"kr3012310"
"Ju-suk Ha 하주석","Eagles (KBO)",26,281,0.04626335,0.23487544,0.1969697,0.28625954,0.32258065,0.35114504,0.67372569,0.0648855,3.0151732742009694,0.37244898,0.31176657328614965,28.69006903929098,-8.199800784760878,0.3119309583017903,77.77221545136848,"kr3012320"
"Seung-wook Park 박승욱","Wiz (KBO)",27,128,0.0859375,0.2890625,0.2972973,0.26363636,0.34920635,0.35454545,0.7037518,0.09090909,8.263645290793445,0.38356164,0.524747425573878,15.157491438618933,-1.6464350292765753,0.33137926885059904,90.20208144553509,"kr3012327"
"Min-sik Kim 김민식","Tigers (KBO)",31,238,0.07142857,0.11764706,0.60714286,0.25118483,0.31034483,0.31753555,0.62788038,0.06635072,2.106092455357143,0.27868852,-0.02096906426595524,20.93115721626804,-10.313643559975167,0.2950619615871331,66.99084870524416,"kr3012328"
"Hang Choi 최항","Wyverns (KBO)",26,155,0.13548387,0.17419355,0.77777778,0.26515152,0.36774194,0.33333333,0.70107527,0.06818181,3.2344114888932056,0.31730769,0.18302504619350657,18.694469500928225,-1.6540352062889918,0.33399126011055785,91.87146559372327,"kr3012332"
"Jung-min Choi 최정민","Tigers (KBO)",31,11,0.18181818,0.09090909,2,0.11111111,0.27272727,0.11111111,0.38383838,0,7.061965247002708,0.125,0.19900147611042485,0.27325455676905064,-1.1708328740657195,0.21985181353308939,18.922300058459264,"kr3012334"
"Yoo-seom Han 한유섬","Wyverns (KBO)",30,231,0.12987013,0.21212121,0.6122449,0.24870466,0.36363636,0.50777202,0.87140838,0.25906736,3.382282036992366,0.2519084,0.37903094169450924,38.059839958981215,7.734003911451043,0.38661265658295674,125.50301960127138,"kr3012336"
"Min-woo Park 박민우","Dinos (KBO)",27,530,0.06792453,0.09056604,0.75,0.34475375,0.40151515,0.47537473,0.87688988,0.13062098,5.671725160645053,0.36342043,-0.23221064440440387,91.48618566870555,21.907427637575715,0.39597357361942187,131.48579862229536,"kr3012337"
"Yun-ho Hwang 황윤호","Tigers (KBO)",26,73,0.04109589,0.1369863,0.3,0.24285714,0.2739726,0.28571429,0.55968689,0.04285715,4.309187714732088,0.28333333,0.3943416870315559,4.376571458177009,-5.206917855544647,0.2616990339266111,45.66782843813084,"kr3012338"
"Jin-sung Kang 강진성","Dinos (KBO)",26,432,0.0462963,0.10648148,0.43478261,0.30886076,0.35116279,0.46329114,0.81445393,0.15443038,4.292639842774085,0.32069971,1.4994514264399186,63.55595954560575,6.842707716458412,0.3655876453532729,112.0654476612848,"kr3012344"
"Jin-hyuk No 노진혁","Dinos (KBO)",30,484,0.10123967,0.21900826,0.46226415,0.27400468,0.35550936,0.48009368,0.83560304,0.206089,3.4147615864610392,0.32225914,-1.8913579309009947,74.36625355320106,10.826406596471168,0.37336911803508904,117.03876719099411,"kr3012348"
"Seong-uk Kim 김성욱","Dinos (KBO)",27,225,0.07555556,0.17777778,0.425,0.22051282,0.29357798,0.37435897,0.66793695,0.15384615,6.751481444799723,0.23489933,0.0700021674274467,21.682309821522395,-7.855842172825178,0.30509691856323035,73.40442227283387,"kr3012349"
"Sung-bum Na 나성범","Dinos (KBO)",30,584,0.08390411,0.25342466,0.33108108,0.32380952,0.39041096,0.59619048,0.98660144,0.27238096,4.639739223743097,0.39534884,0.5490751385805197,118.48398482567131,41.81607031589805,0.4320480189577411,154.54181267780217,"kr3012352"
"Seung-hyun Jang 장승현","Bears (KBO)",26,22,0.04545455,0.27272727,0.16666667,0.25,0.31818182,0.4,0.71818182,0.15,2.642857142857143,0.35714286,-0.0013313691597431898,2.561216246165853,-0.32695861550368743,0.32899682088331744,88.67940373545508,"kr3012365"
"In-tae Kim 김인태","Bears (KBO)",25,110,0.19090909,0.11818182,1.61538462,0.20238095,0.37037037,0.29761905,0.66798942,0.0952381,1.882722017857143,0.22535211,-0.011316637857817113,13.082935666767614,-1.3579386415800876,0.33199649055798847,90.5965621430891,"kr3012367"
"Woo-sung Lee 이우성","Tigers (KBO)",25,67,0.08955224,0.1641791,0.54545455,0.20338983,0.29850746,0.22033898,0.51884644,0.01694915,3.7238018131418045,0.25,0.1936759994714521,4.009317365499726,-4.786487895039329,0.26156498158155983,45.58215247769154,"kr3012368"
"Heung-ryun Lee 이흥련","- - -",31,132,0.04545455,0.21969697,0.20689655,0.24,0.27272727,0.32,0.59272727,0.08,0.142857142857143,0.28723404,-0.010650953277945518,9.10264700682177,-8.226402163195472,0.2724331554138299,52.85537681069398,"kr3012375"
"Young-hwan Kim 김영환","- - -",27,18,0.05555556,0.27777778,0.2,0,0.05882353,0,0.05882353,0,2.9660633483027476,0,-0.26293742161942646,-2.248529966203434,-4.61158212575124,0.04379678824368645,-83.15913847932475,"kr3012376"
"Hyun Jung 정현","Wyverns (KBO)",26,128,0.0859375,0.265625,0.32352941,0.15178571,0.24,0.24107143,0.48107143,0.08928572,3.0210465052221815,0.19736842,-0.47059279726818204,4.603470036371858,-12.20045643152365,0.23310888957977294,27.39520459796673,"kr3012377"
"Dong-hoon Baek 백동훈","Bears (KBO)",29,19,0.05263158,0.21052632,0.25,0.1875,0.31578947,0.25,0.56578947,0.0625,2.642857142857143,0.25,-0.0016642114496789873,1.5303819336701099,-0.9639509014081296,0.28624286463386134,61.3543594562875,"kr3012381"
"Hong-ku Lee 이홍구","- - -",29,96,0.0625,0.27083333,0.23076923,0.19047619,0.26595745,0.32142857,0.58738602,0.13095238,0.175751892857143,0.23214286,-0.006656845798715949,6.7069216196495445,-5.896023231272087,0.2726791615181781,53.21709885256761,"kr3012389"
"Jang-hyeok Ko 고장혁","Tigers (KBO)",30,13,0,0.38461538,0,0.23076923,0.23076923,0.23076923,0.46153846,0,0.142857142857143,0.375,-0.0009985268698073924,0.26400591399327233,-1.442642867902365,0.21444903428737933,15.469258630942875,"kr3012390"
"Woon-ho Jang 장운호","Eagles (KBO)",26,29,0.06896552,0.31034483,0.22222222,0.14814815,0.20689655,0.2962963,0.50319285,0.14814815,2.642857142857143,0.17647059,-0.0013313691597431898,0.9503366400941025,-2.8568029502884738,0.22930172805128426,24.96195943260919,"kr3012393"
"Han-gyeol Park 박한결","Eagles (KBO)",25,24,0.08333333,0.33333333,0.25,0.15,0.22727273,0.15,0.37727273,0,2.642857142857143,0.25,-0.0016642114496789873,0.0837838056822473,-3.06695240704816,0.1944058293646032,2.6591818554572297,"kr3012394"
"Soo-kwang Ro 노수광","- - -",29,330,0.1030303,0.19393939,0.53125,0.25085911,0.33231707,0.3161512,0.64846827,0.06529209,5.686281538168754,0.31718062,-1.269186379329767,32.182290655915,-11.140332269128109,0.3064755517646579,74.28518515971865,"kr3012395"
"Seung-taek Han 한승택","Tigers (KBO)",26,262,0.08015267,0.22137405,0.36206897,0.22566372,0.3083004,0.37168142,0.67998182,0.1460177,0.807539705357143,0.26415094,-0.02096906426595524,27.337057087462803,-7.058479901510812,0.3146006865463709,79.47850064450631,"kr3012396"
"Jun-wan Kim 김준완","Dinos (KBO)",29,75,0.13333333,0.12,1.11111111,0.21538462,0.32,0.27692308,0.59692308,0.06153846,1.420031080357143,0.23636364,-0.007322530378587544,6.402349664302619,-3.443701000479905,0.2919853973388672,65.02454519356297,"kr3012408"
"Hui-dong Kwon 권희동","Dinos (KBO)",29,426,0.13615023,0.16901408,0.80555556,0.26011561,0.37857143,0.40751445,0.78608588,0.14739884,3.683246352646079,0.29213483,0.5560648266691715,62.83055850721319,6.904990731248448,0.3660277851990291,112.3467512371256,"kr3012415"
"Min-hyuck Kim 김민혁","Wiz (KBO)",24,249,0.08835341,0.1686747,0.52380952,0.23873874,0.31174089,0.34684685,0.65858774,0.10810811,6.2135789391786656,0.27272727,-0.2720530542428605,24.33168106045728,-8.3572071466207,0.3067080035866031,74.4341040488151,"kr3012419"
"Woo-jun Shim 심우준","Wiz (KBO)",25,535,0.06915888,0.18317757,0.37755102,0.23529412,0.29094412,0.30042017,0.59136429,0.06512605,6.7346991204664,0.28759894,1.8684130434994586,39.31515948065299,-30.920001928129015,0.2778283740054665,55.97646348647408,"kr3012420"
"Sang-chul Moon 문상철","Wiz (KBO)",29,172,0.06395349,0.25,0.25581395,0.25974026,0.31360947,0.46103896,0.77464843,0.2012987,4.529943593613833,0.3047619,-0.4759182739071548,22.09798963376168,-0.48228655747290716,0.34336763585107566,97.86412463076903,"kr3012421"
"Min-sub Song 송민섭","Wiz (KBO)",28,51,0.09803922,0.25490196,0.38461538,0.19047619,0.28571429,0.33333333,0.61904762,0.14285714,8.301184990138267,0.24137931,-0.5914750001975335,4.132570409380925,-2.562744042671192,0.2868201574500726,61.72332067412144,"kr3012423"
"Byung-hee Kim 김병희","Wiz (KBO)",29,22,0,0.31818182,0,0.14285714,0.13636364,0.28571429,0.42207793,0.14285715,2.642857142857143,0.14285714,-0.0006656845798715949,-0.2614150681970439,-3.1495899298665844,0.17608322338624435,-9.05122025907843,"kr3012425"
"Jae-wook Park 박재욱","Twins (KBO)",24,17,0,0.23529412,0,0.26666667,0.3125,0.26666667,0.57916667,0,0.142857142857143,0.36363636,-0.0016642114496789873,1.2904567486635414,-0.9413147353538307,0.28071611002087593,57.82208249836641,"kr3012435"
"Jun-won Jang 장준원","Twins (KBO)",24,68,0.08823529,0.10294118,0.85714286,0.21666667,0.28358209,0.31666667,0.60024876,0.1,2.642857142857143,0.22641509,-0.004992634349036962,5.075446615896167,-3.8516393201733203,0.27920212763458935,56.85446126813963,"kr3012436"
"Suk-hwan Yang 양석환","Twins (KBO)",28,132,0.07575758,0.18939394,0.4,0.24576271,0.31538462,0.36440678,0.6797914,0.11864407,0.38591270535714295,0.28888889,-0.010983795567881316,13.850284669887808,-3.4787645001294343,0.31529967922430774,79.92524306441233,"kr3012438"
"Jung-dae Bae 배정대","Wiz (KBO)",24,615,0.11056911,0.23089431,0.47887324,0.28893058,0.37213115,0.42026266,0.79239381,0.13133208,5.161051124175528,0.36910995,-1.6757681703893468,90.22180591767466,9.48419046645796,0.36508927736126007,111.74692912771063,"kr3012441"
"Yong-je Choi 최용제","Bears (KBO)",28,49,0.08163265,0.16326531,0.5,0.29545455,0.35416667,0.34090909,0.69507576,0.04545454,5.142857142857142,0.36111111,-0.005325476638972759,5.658537482564985,-0.7742156184262642,0.3278782119353612,87.96447483260376,"kr3012443"
"Gyeong-ho Kim 김경호","Wyverns (KBO)",24,110,0.02727273,0.14545455,0.1875,0.28571429,0.30275229,0.33333333,0.63608562,0.04761904,5.482954997373384,0.33333333,-1.6600707526667975,9.42194507201348,-5.0189292363342215,0.292330294027241,65.24497666022219,"kr3012446"
"Sung-kon Lee 이성곤","Lions (KBO)",28,154,0.07142857,0.24675325,0.28947368,0.28057554,0.32894737,0.43884892,0.76779629,0.15827338,3.3700564336246597,0.34693878,0.3873519989429042,19.932319058257836,-0.28490497342894994,0.3445045940185848,98.59078094508716,"kr3012447"
"Byeong-wuk Lim 임병욱","Heroes (KBO)",24,41,0.09756098,0.24390244,0.4,0.27027027,0.34146341,0.37837838,0.71984179,0.10810811,5.170437678589879,0.37037037,0.5970044283312745,4.598377983786872,-0.7841297129609079,0.3239156171679497,85.43188868202279,"kr3012450"
"Ho-jae Kim 김호재","Lions (KBO)",25,138,0.11594203,0.13768116,0.84210526,0.3220339,0.41605839,0.38983051,0.8058889,0.06779661,3.95241807722687,0.37755102,0.3830250491737388,22.277412992072893,4.160679768873051,0.38264304573518515,122.9659493111318,"kr3012454"
"Seung-min Back 백승민","Lions (KBO)",29,12,0.08333333,0.16666667,0.5,0,0.25,0,0.25,0,0.142857142857143,0,-0.0009985268698073924,0.008630287392593639,-1.5667378189726102,0.1911023110151291,0.547826717941245,"kr3012455"
"Gye-beom Park 박계범","Lions (KBO)",24,175,0.04,0.24,0.16666667,0.19512195,0.22674419,0.29268293,0.51942712,0.09756098,4.734434285465747,0.24166667,-0.3348615820868872,6.818688860557812,-16.155429357268076,0.23668357972488846,29.679871914592624,"kr3012458"
"Jun-suk Song 송준석","Lions (KBO)",26,50,0.04,0.12,0.33333333,0.27659574,0.32,0.44680851,0.76680851,0.17021277,1.303571455357143,0.3,-0.0033284228993579745,6.465298824579246,-0.09873495194243648,0.34435601234436036,98.49581895365023,"kr3012459"
"Jae-hyun Kim 김재현","Lions (KBO)",28,18,0.16666667,0.16666667,1,0.14285714,0.29411765,0.14285714,0.43697479,0,2.642857142857143,0.18181818,-0.0016642114496789873,0.7622717344809644,-1.6007804250668414,0.2407173233873704,32.25793097291737,"kr3012462"
"Yoon-suk Oh 오윤석","Giants (KBO)",28,197,0.12182741,0.23857868,0.5106383,0.29761905,0.3877551,0.42261905,0.81037415,0.125,4.638247421275594,0.38655462,-0.08390648290514946,30.460803192222283,4.598510112726855,0.3745300593424816,117.7807516858307,"kr3012464"
"Chang-jin Lee 이창진","Tigers (KBO)",29,99,0.1010101,0.17171717,0.58823529,0.32954545,0.4040404,0.44318182,0.84722222,0.11363637,4.8219224758706005,0.4084507,-0.4729226932977326,16.675484730300973,3.6786978527880407,0.3909962436165472,128.3046716658325,"kr3012466"
"Han-wool Kang 강한울","Lions (KBO)",28,122,0.09016393,0.19672131,0.45833333,0.3047619,0.36752137,0.36190476,0.72942613,0.05714286,3.0544712888482026,0.38271605,0.18701915367273614,15.596779100864557,-0.4194633138483483,0.3426117382497869,97.3810129555543,"kr3012471"
"Chan-ho Park 박찬호","Tigers (KBO)",25,531,0.06779661,0.16384181,0.4137931,0.22291667,0.27552987,0.275,0.55052987,0.05208333,4.61534270930943,0.26463104,-0.7421090577263385,31.314390831263044,-38.39564787539723,0.2605303886538526,44.920920160486425,"kr3012474"
"Jun-tae Park 박준태","Heroes (KBO)",28,443,0.14672686,0.27088036,0.54166667,0.24495677,0.38940092,0.3314121,0.72081302,0.08645533,4.964274303217757,0.35555556,0.4874690891010687,60.197545318356696,2.0402060583745825,0.3521984148135383,103.50808012253485,"kr3012475"
"Si-wan Ji 지시완","Giants (KBO)",26,11,0.27272727,0.36363636,0.75,0.25,0.45454545,0.25,0.70454545,0,0.142857142857143,0.5,-0.0016642114496789873,1.6776690470740196,0.2335816162392494,0.37201768159866333,116.17503284439121,"kr3012477"
"Min-su Kim 김민수","Lions (KBO)",29,26,0.07692308,0.23076923,0.33333333,0.17391304,0.24,0.17391304,0.41391304,0,2.642857142857143,0.23529412,-0.0019970537396147847,0.39274162759649944,-3.020555936194776,0.2082482957839966,11.506222948820989,"kr3012485"
"Yong-ho Cho 조용호","Wiz (KBO)",30,482,0.13278008,0.17219917,0.77108434,0.29584352,0.39203354,0.33251834,0.72455188,0.03667482,4.3957042022212525,0.36890244,0.9552702572545968,64.32004885734267,1.0427632516736387,0.3492879375439732,101.64792664807389,"kr3012491"
"Seo-jun Yoo 유서준","Wyverns (KBO)",24,25,0.04,0.28,0.14285714,0.25,0.28,0.41666667,0.69666667,0.16666667,5.213315208635028,0.3125,-0.26426879077916965,2.5235410002606593,-0.7584758880001823,0.31055052042007447,76.8899456089605,"kr3012492"
"Min-kook Kang 강민국","Wiz (KBO)",28,120,0.05833333,0.16666667,0.35,0.22429907,0.27192982,0.25233645,0.52426627,0.02803738,3.174936558810061,0.27586207,-0.47192416642792523,6.093426529179045,-9.660254534472994,0.25076460629178765,38.67938232695475,"kr3012495"
"Tae-jin Kim 김태진","- - -",24,280,0.04642857,0.16071429,0.28888889,0.23574144,0.27338129,0.27376426,0.54714555,0.03802282,4.785758583185295,0.27981651,-0.47338442638283595,15.82839985746962,-20.930189291051803,0.2576324530213857,43.06041179522882,"kr3012499"
"Seung-hyeon Baek 백승현","Twins (KBO)",25,39,0.1025641,0.20512821,0.5,0.25,0.36363636,0.28571429,0.64935065,0.03571429,2.358766205357143,0.35,-0.003661265189293772,4.300500824743227,-0.8194455209436861,0.3216674562656518,83.99503694733063,"kr3012512"
"Min-jae Shin 신민재","Twins (KBO)",24,32,0.125,0.125,1,0.30769231,0.4,0.34615385,0.74615385,0.03846154,6.933161957780955,0.36363636,0.6711295940331183,4.530942035607226,0.32996041863334935,0.35899880131085715,107.85436473466486,"kr3012520"
